HIT,SONG,ARTIST,PEAK_POSITION,FIRST_WEEK,WEEKS_ON_CHART,SONG_DISPLAY,ARTIST_DISPLAY,DEBUT_RANK,DANCEABILITY,ENERGY,LOUDNESS,VALENCE,TEMPO,ACOUSTICNESS,SPEECHINESS,INSTRUMENTALNESS,LIVENESS,SPOTIFY_GENRE,TRACK_NAME,TRACK_ARTIST,PLAYLIST_GENRE,PLAYLIST_SUBGENRE,SPOTIFY_POPULARITY,DURATION,GENRE,SENTIMENT_POLARITY,SENTIMENT_SUBJECTIVITY,MENTIONS
1,turn your love around,george benson,5,10/24/81,22,Turn Your Love Around,George Benson,86,0.627,0.385,-13.655,0.766,205.726,0.334,0.0537,0,0.182,"['adult standards', 'disco', 'jazz funk', 'jazz guitar', 'motown', 'quiet storm', 'smooth jazz', 'soft rock', 'soul', 'soul jazz', 'yacht rock']",,,,,51,230106,adult standards,0.4769928571428571,0.3482857142857143,20203
0,turn your radio on,ray stevens,63,11/20/71,7,Turn Your Radio On,Ray Stevens,91,0.55,0.459,-14.171,0.849,149.192,0.648,0.0482,0,0.102,"['bubblegum pop', 'comic', 'country rock', 'novelty']",,,,,18,133346,bubblegum pop,0.076618421,0.22636842105263158,9733
0,turned away,chuckii booker,42,7/8/89,14,Turned Away,Chuckii Booker,95,0.434,0.833,-9.018,0.786,189.645,0.0865,0.048,0.0486,0.117,"['new jack swing', 'quiet storm', 'urban contemporary']",Turned Away,Chuckii Booker,r&b,new jack swing,33,343933,r&b,-0.081,0.20916666666666664,2959
0,turnin me on,keri hilson featuring lil wayne,15,1/3/09,22,Turnin Me On,Keri Hilson Featuring Lil Wayne,90,0.67,0.582,-4.767,0.0942,159.937,0.00329,0.0672,3.67e-06,0.174,"['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",,,,,48,247800,dance pop,-0.32785,0.19,1042
0,turning japanese,the vapors,36,9/27/80,17,Turning Japanese,The Vapors,86,0.503,0.803,-9.701,0.941,179.007,0.01,0.0485,0.0648,0.292,"['dance rock', 'mod revival', 'new wave', 'new wave pop']",,,,,52,225186,dance rock,0,0,612
0,turning tables,adele,63,5/7/11,3,Turning Tables,Adele,63,0.305,0.452,-6.077,0.21,79.83,0.952,0.0293,1.68e-05,0.129,"['british soul', 'pop', 'uk pop']",Turning Tables,Adele,r&b,neo soul,66,250133,r&b,0.15293541666666668,0.24775,33040
0,turning tables,glee cast featuring gwyneth paltrow,66,5/7/11,1,Turning Tables,Glee Cast Featuring Gwyneth Paltrow,66,0.398,0.428,-5.667,0.247,77.907,0.832,0.0291,4.15e-05,0.193,"['glee club', 'hollywood', 'post-teen pop']",,,,,49,246853,glee club,0.5402666666666667,0.39033333333333337,6228
0,turning to you,charlie,96,8/20/77,2,Turning To You,Charlie,96,0.505,0.657,-11.355,0.711,143.52,0.0012,0.0666,0.00406,0.0887,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",,,,,7,189600,dance pop,0.019019999999999995,0.359,790
0,turtle power,partners in kryme,13,4/21/90,16,Turtle Power,Partners In Kryme,89,0.622,0.627,-14.456,0.55,105.937,0.119,0.0441,0,0.185,[],,,,,34,260560,,0,0,451
0,turvy ii,cozy cole,36,11/29/58,8,Turvy II,Cozy Cole,66,,,,,,,,,,[],,,,,,,,0.0583625,0.17125,3751
0,tusa,karol g nicki minaj,42,11/23/19,21,Tusa,Karol G & Nicki Minaj,78,0.803,0.715,-3.28,0.574,101.085,0.295,0.298,0.000134,0.0574,"['latin', 'reggaeton']",Tusa,KAROL G,pop,dance pop,98,200960,pop,0.4433,0.44725,4345
0,tuscan leather,drake,81,10/12/13,1,Tuscan Leather,Drake,81,0.597,0.679,-5.401,0.3,79.95,0.115,0.39,0,0.231,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,,,,51,366400,canadian hip hop,0.14747124183006538,0.27122549019607844,192888
0,tush,zz top,20,7/19/75,9,Tush,ZZ Top,79,0.58,0.885,-5.154,0.788,145.405,0.1,0.0715,0.00157,0.146,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']",Tush,ZZ Top,rock,classic rock,19,137240,rock,0.18448461538461539,0.30448717948717946,19882
1,tusk,fleetwood mac,8,10/6/79,15,TUSK,Fleetwood Mac,64,0.628,0.779,-11.841,0.936,180.837,0.224,0.0831,0.776,0.151,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",,,,,60,217573,album rock,0.25902153846153847,0.2514461538461539,36991
0,tuxedo junction,frankie avalon,82,6/11/60,2,Tuxedo Junction,Frankie Avalon,82,0.636,0.291,-10.396,0.581,120.119,0.829,0.0314,0,0.132,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll']",,,,,7,177006,adult standards,0.024536666666666665,0.27976666666666666,5241
0,tvc15,david bowie,64,5/22/76,5,TVC15,David Bowie,79,0.633,0.692,-11.002,0.915,112.114,0.179,0.0268,4.26e-06,0.139,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'protopunk', 'rock']",,,,,42,335346,album rock,0.25264754098360653,0.26534426229508196,34338
0,twang,george strait,100,12/26/09,1,Twang,George Strait,100,0.563,0.954,-3.133,0.841,158.577,0.343,0.0753,1.62e-05,0.0818,"['contemporary country', 'country', 'country road']",,,,,35,175600,contemporary country,0.15459402985074627,0.242,32369
0,tweedlee dee,little jimmy osmond,59,1/13/73,6,Tweedlee Dee,Little Jimmy Osmond,99,,,,,,,,,,,,,,,,,,0,0,684
0,twelve thirty,the mamas the papas,20,8/26/67,6,Twelve Thirty (Young Girls Are Coming To The Canyon),The Mamas & The Papas,72,0.553,0.712,-5.522,0.48,113.537,0.322,0.0288,0,0.357,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']",,,,,37,206093,adult standards,0.15209642857142858,0.20439285714285713,12019
1,twenty five miles,edwin starr,6,2/15/69,14,Twenty-Five Miles,Edwin Starr,100,,,,,,,,,,"['classic soul', 'motown', 'northern soul', 'soul', 'southern soul']",,,,,,,classic soul,-0.048938462,0.2707307692307692,12237
0,twenty four hours from tulsa,gene pitney,17,10/19/63,11,Twenty Four Hours From Tulsa,Gene Pitney,99,0.467,0.615,-7.252,0.714,79.026,0.733,0.0348,0,0.384,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']",,,,,46,177720,adult standards,0.3051125,0.3056875,9326
0,twenty miles,chubby checker,15,2/23/63,12,Twenty Miles,Chubby Checker,77,0.802,0.647,-7.374,0.852,121.331,0.55,0.0323,0,0.306,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",,,,,11,131053,adult standards,0.11057924528301886,0.2112075471698113,20487
0,twerk,city girls featuring cardi b,29,12/1/18,13,Twerk,City Girls Featuring Cardi B,92,0.788,0.842,-4.006,0.481,190.077,0.121,0.142,0.00112,0.166,"['pop', 'pop rap', 'trap queen']",,,,,74,166476,pop,-0.1304,0.058499999999999996,2974
0,twice as nice,clyde mcphatter,91,8/22/59,2,Twice As Nice,Clyde McPhatter,94,0.549,0.584,-6.88,0.77,87.141,0.902,0.0315,0,0.153,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",,,,,1,146000,brill building pop,0.21584827586206895,0.20120689655172413,8449
0,twilight,electric light orchestra,38,10/24/81,11,Twilight,Electric Light Orchestra,79,0.312,0.7,-10.876,0.199,139.588,0.43,0.0613,1.22e-05,0.827,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",,,,,52,221960,album rock,0.1411909090909091,0.2345909090909091,35174
0,twilight time,andy williams,86,12/8/62,3,Twilight Time,Andy Williams,96,0.414,0.234,-14.743,0.286,89.448,0.918,0.0285,5.06e-06,0.348,"['adult standards', 'brill building pop', 'easy listening', 'mellow gold']",,,,,10,157093,adult standards,0.2428034090909091,0.24156818181818182,39388
0,twilight world,swing out sister,31,12/19/87,15,Twilight World,Swing Out Sister,97,0.734,0.764,-8.459,0.93,113.161,0.308,0.0266,0.0159,0.346,"['new romantic', 'new wave pop']",,,,,24,244893,new romantic,-0.19926,0.155,1812
0,twilight zone,2 unlimited,49,6/13/92,20,Twilight Zone,2 Unlimited,90,0.7,0.99,-7.559,0.77,127.884,0.0873,0.0499,0.00211,0.151,"['bubblegum dance', 'eurodance', 'europop', 'hip house']",,,,,49,248196,bubblegum dance,0.36474285714285715,0.2292857142857143,3655
1,twilight zone,golden earring,10,11/27/82,27,Twilight Zone,Golden Earring,80,0.656,0.756,-6.516,0.542,118.56,0.00785,0.0399,3.49e-05,0.0927,"['album rock', 'classic rock', 'dutch prog', 'dutch rock', 'nederpop', 'rock']",,,,,56,478106,album rock,0.41695454545454547,0.3721818181818182,6442
0,twilight zone twilight tone,the manhattan transfer,30,4/19/80,12,Twilight Zone/Twilight Tone,The Manhattan Transfer,84,,,,,,,,,,"['a cappella', 'adult standards', 'lounge', 'vocal jazz']",,,,,,,a cappella,0.094641176,0.15776470588235295,6241
0,twine time,alvin cash the crawlers,14,1/2/65,11,Twine Time,Alvin Cash & The Crawlers,100,0.637,0.358,-15.868,0.885,124.784,0.326,0.0406,0.765,0.153,"['chicago soul', 'instrumental soul']",,,,,16,138840,chicago soul,-0.5232,0.28300000000000003,273
0,twinkle toes,roy orbison,39,4/30/66,6,Twinkle Toes,Roy Orbison,74,0.617,0.712,-7.866,0.451,94.036,0.0211,0.0304,0.000332,0.0736,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock', 'rock-and-roll', 'rockabilly', 'soft rock']",,,,,12,156506,adult standards,-0.010490323,0.2254516129032258,27424
1,twist and shout,the beatles,2,3/14/64,26,Twist And Shout,The Beatles,55,0.482,0.849,-9.198,0.937,124.631,0.641,0.0452,7.74e-06,0.0414,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",,,,,75,155226,british invasion,0.16981256038647344,0.23904830917874395,126291
0,twist and shout,the isley brothers,17,6/2/62,16,Twist And Shout,The Isley Brothers,84,0.774,0.811,-6.526,0.963,123.351,0.65,0.0355,0,0.0736,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",,,,,58,155400,classic soul,0.13097499999999998,0.15408333333333332,30205
0,twist her,bill blacks combo,26,12/16/61,10,Twist-Her,Bill Black's Combo,76,,,,,,,,,,[],,,,,,,,0.142065625,0.18359375,11655
0,twist it up,chubby checker,25,7/20/63,8,Twist It Up,Chubby Checker,71,0.477,0.84,-7.11,0.961,184.649,0.399,0.118,3.1e-06,0.604,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",,,,,21,228013,adult standards,0.11057924528301886,0.2112075471698113,20487
0,twist my arm,the pointer sisters,83,3/1/86,5,Twist My Arm,The Pointer Sisters,93,0.686,0.987,-6.393,0.821,141.936,0.108,0.0456,0.000295,0.241,"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'quiet storm', 'soft rock']",,,,,11,265013,dance pop,0.098470588,0.25894117647058823,20444
1,twist of fate,olivia newton john,5,11/5/83,18,Twist Of Fate,Olivia Newton-John,49,0.608,0.737,-7.573,0.632,164.345,0.212,0.0369,0.000202,0.0995,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",,,,,53,217053,adult standards,0.2362280701754386,0.2768070175438596,22178
1,twist twist senora,gary u s bonds,9,3/31/62,10,"Twist, Twist Senora",Gary U.S. Bonds,68,0.634,0.829,-7.678,0.851,93.48,0.658,0.0496,0.012,0.87,['rhythm and blues'],,,,,12,157893,rhythm and blues,0.1245909090909091,0.1950909090909091,3013
0,twisted,gorilla zoe featuring lil jon,77,3/19/11,1,Twisted,Gorilla Zoe Featuring Lil Jon,77,0.897,0.838,-6.392,0.597,125.026,0.0519,0.291,0,0.174,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",,,,,30,177320,atl hip hop,0.29355,0.10699999999999998,474
1,twisted,keith sweat,2,6/22/96,38,Twisted,Keith Sweat,24,0.615,0.514,-9.759,0.822,175.849,0.393,0.0466,0,0.248,"['dance pop', 'funk', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",Twisted,Keith Sweat,r&b,urban contemporary,63,260667,r&b,0.2900583333333333,0.30041666666666667,11184
0,twisted transistor,korn,64,10/15/05,11,Twisted Transistor,Korn,97,0.58,0.983,-3.291,0.416,110.053,0.00043,0.0636,0.00694,0.0801,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",,,,,67,188933,alternative metal,0.28696666666666665,0.19088888888888889,5136
0,twistin all night long,danny the juniors with freddy cannon,68,12/30/61,6,Twistin' All Night Long,Danny & The Juniors with Freddy Cannon,81,0.738,0.424,-10.026,0.893,94.876,0.242,0.0574,0,0.434,"['alternative hip hop', 'detroit hip hop', 'escape room', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']",,,,,5,197600,alternative hip hop,-0.6249,0.22699999999999998,179
0,twistin bells,santo johnny,49,12/17/60,3,Twistin' Bells,Santo & Johnny,78,0.502,0.913,-9.328,0.966,97.605,0.203,0.0293,0.914,0.0752,['space age pop'],,,,,20,141373,space age pop,0.1101375,0.20481249999999998,8088
0,twistin matilda,jimmy soul,22,3/31/62,14,Twistin' Matilda (and the channel),Jimmy Soul,97,0.492,0.816,-8.273,0.81,141.212,0.714,0.155,0,0.105,[],,,,,15,177293,,0.7020500000000001,0.4905,945
0,twistin postman,the marvelettes,34,1/27/62,9,Twistin' Postman,The Marvelettes,97,0.69,0.864,-4.799,0.96,153.392,0.308,0.0434,0.00586,0.109,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']",,,,,16,148133,brill building pop,0.002265217,0.27552173913043476,13968
0,twistin the night away,rod stewart,80,7/18/87,4,"Twistin' The Night Away (From ""Innerspace"")",Rod Stewart,85,,,,,,,,,,"['adult standards', 'mellow gold', 'soft rock']",,,,,,,adult standards,0.13986261682242992,0.24533644859813086,48464
1,twistin the night away,sam cooke,9,2/3/62,15,Twistin' The Night Away,Sam Cooke,70,0.458,0.801,-7.83,0.93,160.547,0.691,0.0565,0,0.328,"['adult standards', 'brill building pop', 'classic soul', 'rock-and-roll', 'soul']",,,,,62,159853,adult standards,0.174259375,0.235859375,26507
0,twistin u s a,chubby checker,68,12/9/61,3,Twistin' U.S.A.,Chubby Checker,78,,,,,,,,,,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",,,,,,,adult standards,0.11057924528301886,0.2112075471698113,20487
0,twistin u s a,danny the juniors,27,9/17/60,9,Twistin' U.S.A.,Danny & The Juniors,98,0.55,0.683,-9.142,0.969,164.58,0.3,0.0294,0,0.215,"['alternative hip hop', 'detroit hip hop', 'escape room', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']",,,,,9,148088,alternative hip hop,-0.0855625,0.122625,3072
0,twistin white silver sands,bill blacks combo,92,5/5/62,2,-twistin'-White Silver Sands,Bill Black's Combo,92,,,,,,,,,,[],,,,,,,,0.142065625,0.18359375,11655
0,twistin with linda,the isley brothers,54,9/22/62,9,Twistin' With Linda,The Isley Brothers,87,,,,,,,,,,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",,,,,,,classic soul,0.13097499999999998,0.15408333333333332,30205
0,twisting the night away,rod stewart,59,8/11/73,7,Twisting The Night Away,Rod Stewart,87,,,,,,,,,,"['adult standards', 'mellow gold', 'soft rock']",,,,,,,adult standards,0.13986261682242992,0.24533644859813086,48464
0,twixt twelve and twenty,pat boone,17,6/13/59,11,Twixt Twelve And Twenty,Pat Boone,61,,,,,,,,,,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",,,,,,,adult standards,0.12822,0.2639714285714286,33235
0,two,lil uzi vert,80,9/16/17,1,Two,Lil Uzi Vert,80,0.266,0.642,-5.133,0.0371,75.022,0.424,0.0694,0,0.0943,"['melodic rap', 'philly rap', 'pop rap', 'rap', 'trap']",,,,,62,185276,melodic rap,0.18135035460992907,0.23212765957446807,97303
0,two birds one stone,drake,73,11/19/16,1,"Two Birds, One Stone",Drake,73,0.46,0.832,-2.628,0.358,86.35,0.329,0.232,0,0.127,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,,,,52,238960,canadian hip hop,0.14747124183006538,0.27122549019607844,192888
0,two bit manchild,neil diamond,66,7/13/68,6,Two-Bit Manchild,Neil Diamond,99,,,,,,,,,,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",,,,,,,adult standards,0.32433076923076926,0.28534188034188035,46809
0,two black cadillacs,carrie underwood,41,12/29/12,20,Two Black Cadillacs,Carrie Underwood,90,0.555,0.854,-4.468,0.448,119.991,0.0223,0.0609,3.95e-06,0.0672,"['contemporary country', 'country', 'country dawn', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']",,,,,57,297946,contemporary country,0.2648695238095238,0.28656190476190474,58572
0,two brothers,david hill,90,4/18/59,2,Two Brothers,David Hill,99,,,,,,,,,,['orchestral performance'],,,,,,,orchestral performance,0.14305,0.254,2080
0,two different worlds,lenny welch,61,8/21/65,8,Two Different Worlds,Lenny Welch,87,,,,,,,,,,[],,,,,,,,0.237325,0.25916666666666666,3880
0,two divided by love,the grass roots,16,10/9/71,11,Two Divided By Love,The Grass Roots,79,0.668,0.626,-10.085,0.963,123.436,0.125,0.03,0,0.107,"['brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'soft rock', 'sunshine pop']",,,,,32,155933,brill building pop,0.1714675675675676,0.1871891891891892,13840
0,two doors down,dolly parton,19,3/18/78,12,Two Doors Down,Dolly Parton,69,0.694,0.698,-9.41,0.867,98.338,0.645,0.086,0.0243,0.0484,"['classic country pop', 'country', 'country dawn']",,,,,56,188871,classic country pop,0.2444477272727273,0.22247727272727272,25316
1,two faces have i,lou christie,6,3/30/63,15,Two Faces Have I,Lou Christie,99,0.649,0.584,-8.086,0.963,139.266,0.72,0.0349,9.42e-06,0.0996,"['brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'rock-and-roll']",,,,,33,165066,brill building pop,-0.115770588,0.24670588235294116,4737
0,two fine people,cat stevens,33,7/19/75,9,Two Fine People,Cat Stevens,76,0.685,0.673,-8.519,0.723,149.726,0.447,0.0735,1.46e-05,0.288,"['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",Two Fine People,Yusuf / Cat Stevens,rock,permanent wave,23,215840,rock,0.080631707,0.27973170731707314,19740
0,two fools,frankie avalon,54,9/19/59,5,Two Fools,Frankie Avalon,90,0.658,0.844,-7.374,0.917,76.742,0.754,0.0316,1.49e-05,0.113,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll']",,,,,3,138946,adult standards,0.024536666666666665,0.27976666666666666,5241
1,two hearts,phil collins,1,11/19/88,18,Two Hearts,Phil Collins,47,0.568,0.912,-3.25,0.729,155.546,0.297,0.0366,0.0497,0.0717,"['mellow gold', 'soft rock']",,,,,55,204253,mellow gold,0.16964428571428572,0.2494714285714286,43746
0,two hearts,stephanie mills featuring teddy pendergrass,40,5/16/81,13,Two Hearts,Stephanie Mills Featuring Teddy Pendergrass,88,0.751,0.561,-12.371,0.61,107.219,0.177,0.0421,0.000169,0.478,"['disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",,,,,42,277306,disco,0,0,485
0,two in the afternoon,dino desi billy,99,6/17/67,1,Two In The Afternoon,"Dino, Desi & Billy",99,,,,,,,,,,"['sevdah', 'turbo folk', 'yugoslav rock']",,,,,,,sevdah,0.19788999999999998,0.2853,3683
0,two is better than one,boys like girls featuring taylor swift,18,9/26/09,21,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift,92,0.521,0.702,-5.189,0.25,127.976,0.189,0.0331,0,0.0962,"['emo', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-teen pop']",,,,,66,242840,emo,0.6546000000000001,0.3656,3431
0,two kind of teardrops,del shannon,50,4/13/63,9,Two Kind Of Teardrops,Del Shannon,78,,,,,,,,,,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",,,,,,,adult standards,0.064589744,0.19064102564102564,13826
0,two lane highway,pure prairie league,97,6/28/75,1,Two Lane Highway,Pure Prairie League,97,0.549,0.589,-10.033,0.628,146.781,0.161,0.0355,0.000482,0.104,"['classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock']",,,,,35,246693,classic rock,-0.078146154,0.2700769230769231,3856
0,two less lonely people in the world,air supply,38,11/13/82,14,Two Less Lonely People In The World,Air Supply,72,0.392,0.464,-8.647,0.239,149.902,0.753,0.039,0,0.286,"['adult standards', 'mellow gold', 'soft rock']",,,,,54,238773,adult standards,0.3136880952380952,0.32626190476190475,24586
0,two little kids,peaches herb,31,12/16/67,8,Two Little Kids,Peaches & Herb,90,0.692,0.561,-9.897,0.96,106.034,0.662,0.027,0.00177,0.133,"['alternative dance', 'dance-punk', 'electroclash', 'escape room', 'new rave']",,,,,9,171026,alternative dance,0.2679916666666667,0.29058333333333336,8353
1,two lovers,mary wells,7,12/1/62,13,Two Lovers,Mary Wells,64,0.679,0.412,-16.962,0.963,105.903,0.416,0.0305,0,0.128,"['brill building pop', 'classic soul', 'funk', 'motown', 'rhythm and blues', 'soul', 'southern soul']",,,,,49,166732,brill building pop,0.2915767441860465,0.34448837209302324,18135
0,two night town,jason aldean,76,9/27/14,1,Two Night Town,Jason Aldean,76,0.348,0.408,-7.353,0.408,143.503,0.658,0.0364,0.00241,0.348,"['contemporary country', 'country', 'country road']",,,,,42,200013,contemporary country,0.1623724770642202,0.28210091743119264,68661
1,two occasions,the deele,10,2/27/88,21,Two Occasions,The Deele,86,0.543,0.667,-9.546,0.559,169.633,0.0259,0.0716,3.96e-05,0.299,"['funk', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']",Two Occasions,The Deele,r&b,new jack swing,49,258427,r&b,0.16917500000000002,0.137,1708
0,two of a kind,sue thompson,42,3/17/62,9,Two Of A Kind,Sue Thompson,91,0.406,0.181,-12.735,0.367,77.286,0.9,0.0306,5.1e-05,0.101,"['adult standards', 'brill building pop', 'deep adult standards', 'rock-and-roll']",,,,,12,172013,adult standards,-0.075815385,0.3347692307692308,2902
1,two of hearts,stacey q,3,7/12/86,22,Two Of Hearts,Stacey Q,89,0.852,0.523,-6.716,0.65,130.154,0.0833,0.032,0,0.106,"['freestyle', 'hi-nrg']",Two of Hearts,Stacey Q,rock,album rock,54,237533,rock,0.16026666666666667,0.16949999999999998,2004
0,two out of three aint bad,meat loaf,11,3/18/78,23,Two Out Of Three Ain't Bad,Meat Loaf,90,0.586,0.48,-9.138,0.488,79.873,0.385,0.0243,0,0.0947,"['album rock', 'mellow gold', 'rock', 'soft rock']",,,,,61,324440,album rock,0.4650684210526316,0.2758421052631579,9818
0,two people,tina turner,30,11/22/86,12,Two People,Tina Turner,72,0.743,0.574,-6.563,0.682,89.685,0.267,0.0289,0.000441,0.0526,"['disco', 'europop', 'mellow gold', 'new wave pop', 'soft rock']",,,,,41,249053,disco,0.27877924528301884,0.27354716981132077,29002
0,two people fell in love,brad paisley,51,4/28/01,18,Two People Fell In Love,Brad Paisley,79,0.6,0.44,-10.79,0.381,80.334,0.332,0.0291,0,0.148,"['contemporary country', 'country', 'country road']",,,,,41,247173,contemporary country,0.2729723404255319,0.24248936170212768,44443
0,two places at the same time,ray parker jr raydio,30,4/19/80,14,Two Places At The Same Time,Ray Parker Jr. & Raydio,86,0.831,0.502,-13.76,0.955,113.898,0.174,0.0405,0.802,0.287,['disco'],,,,,26,271880,disco,0.23872,0.3934,1752
1,two princes,spin doctors,7,1/30/93,29,Two Princes,Spin Doctors,85,0.543,0.912,-10.71,0.836,103.731,0.00162,0.0601,2.1e-06,0.0565,"['alternative rock', 'pop rock', 'post-grunge', 'rock']",Two Princes,Spin Doctors,rock,album rock,70,256733,rock,-0.045366667,0.076444444,5362
0,two sides,etta james,63,10/5/63,4,Two Sides (To Every Story),Etta James,74,0.471,0.689,-8.749,0.655,145.276,0.544,0.0743,6.05e-06,0.164,"['adult standards', 'jazz blues', 'soul', 'soul blues', 'torch song', 'vocal jazz']",,,,,13,183866,adult standards,0.085674074,0.3113518518518518,23364
0,two sides of love,sammy hagar,38,7/14/84,12,Two Sides Of Love,Sammy Hagar,76,0.451,0.871,-5.192,0.613,126.803,0.0013,0.0439,0,0.142,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'metal', 'rock', 'soft rock']",,,,,25,221400,album rock,0.12308095238095239,0.21742857142857142,7050
0,two steps behind,def leppard,12,9/11/93,20,"Two Steps Behind (From ""Last Action Hero"")",Def Leppard,52,,,,,,,,,,"['album rock', 'glam metal', 'hard rock', 'nwobhm', 'rock']",,,,,,,album rock,0.091525,0.29983333333333334,24530
0,two teardrops,steve wariner,30,4/3/99,20,Two Teardrops,Steve Wariner,89,0.747,0.324,-10.851,0.516,121.441,0.652,0.0318,0,0.122,"['country', 'country rock']",,,,,30,269826,country,-0.476875,0.27925,832
0,two ten six eighteen,jimmie rodgers,78,10/12/63,7,"Two-Ten, Six-Eighteen (Doesn't Anybody Know My Name)",Jimmie Rodgers,98,,,,,,,,,,"['appalachian folk', 'country rock', 'folk', 'old-time', 'traditional country', 'traditional folk', 'yodeling']",,,,,,,appalachian folk,0.007493548,0.21303225806451612,9459
0,two thousand two hundred twenty three miles,patti page,67,4/23/60,2,"Two Thousand, Two Hundred, Twenty-Three Miles",Patti Page,97,,,,,,,,,,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge', 'vocal jazz']",,,,,,,adult standards,0.18206808510638298,0.21853191489361704,20067
0,two tickets to paradise,brook benton,32,9/7/63,10,Two Tickets To Paradise,Brook Benton,98,0.743,0.291,-14.497,0.712,113.287,0.673,0.0578,0.000144,0.148,"['adult standards', 'brill building pop', 'motown', 'rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",,,,,10,159306,adult standards,0.049257142857142854,0.25066666666666665,17072
0,two tickets to paradise,eddie money,22,6/24/78,14,Two Tickets To Paradise,Eddie Money,83,0.623,0.68,-13.255,0.737,129.713,0.0056,0.0282,0.000425,0.148,"['album rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",Two Tickets to Paradise,Eddie Money,rock,classic rock,63,237093,rock,0.046137778,0.1886,17785
1,two to make it right,seduction,2,11/11/89,23,Two To Make It Right,Seduction,78,0.78,0.612,-10.872,0.712,114.414,0.216,0.0409,0.00433,0.457,['freestyle'],,,,,38,282266,freestyle,0.27245,0.323625,2194
